Entered by?,"Animal ID (RS, CL)",Animal ID,WLHID,"Herd (RS, CL)",Herd,"Sex (F, M)",Age.when.collard,Date entry,Date exit,Suspected Mortality Date,Outcome,Cause,mortality.loc.easting,mortality.loc.northing,Comment,MonitoringDays,,
Heard,C18A,C18A,NA,Hart North,Parsnip,F,Adult,2008/03/29,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,1804,,
,car096,car096,18-12992H,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/29,2010/03/04,2010/03/04,Censored,Unknown,,,BM added WLHID from EP data.,705,,
,car097,car097,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/29,2010/03/04,2010/03/04,Censored,Unknown,,,,705,,
,car098,car098,18-12994H,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/29,2010/03/04,2010/03/04,Censored,Unknown,,,BM added WLHID from EP data.,705,,
,car099,car099,18-12995H,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/29,2010/02/18,2010/02/18,Censored,Unknown,,,BM added WLHID from EP data.,691,,
,car095,car095,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/29,2009/01/17,2009/01/17,Mortality,Unknown,529783,6127069,Unknown.  Suspected predation,294,,
Heard,C16A,C16A,NA,Hart North,Parsnip,F,Adult,2008/03/26,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,1807,,
Heard,C17A,C17A,NA,Hart North,Parsnip,F,Adult,2008/03/26,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,1807,,
Heard,C15A,C15A,NA,Hart North,Parsnip,F,Adult,2008/03/26,2011/01/02,2011/01/02,Mortality,wolverine predation or scavenging,,, ,1012,,
CL-from SMcNay,CH080Ka,CH080Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2008/03/14,2009/05/10,2009/05/10,Mortality,DEAD,535960,6182029,,422,,
CL-from SMcNay,CH079Ka,CH079Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2008/03/14,2009/02/23,2009/02/23,Mortality,DEAD,487599,6173510,,346,,
Heard,car090,car090,NA,Hart North,Parsnip,F,Adult,2008/03/05,2013/03/07,NA,Censored,NA,,,emigrated from Kennedy? // alive on 2013-03-07,1828,,
,car091,car091,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/05,2012/11/01,2012/11/01,Mortality,Unknown,506697,6123018,Unknown.  She appeared to die on her way to Kennedy Siding in the fall.,1702,,
,car092,car092,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/05,2010/06/10,2010/06/10,Mortality,Wolf,536075,6112130,Predation - Wolf,827,,
,car093,car093,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/05,2010/06/10,2010/06/10,Mortality,Bear,532324,6129630,"Predation - Bear, species not specified",827,,
,car094,car094,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/05,2010/05/12,2010/05/12,Mortality,Wolf,535607,6120536,Predation - Wolf,798,,
,car090,car090,NA,Kennedy Siding,Kennedy Siding,F,Adult,2008/03/05,2009/03/07,2009/03/07,Censored,Unknown,,,Moved to Parsnip,367,,
CL-from SMcNay,CN266Ca,CN266Ca,NA,Chase,Chase,F,Adult,2008/02/24,2010/10/28,NA,Censored,FADE,,,,977,,
CL-from SMcNay,CN267Ca,CN267Ca,NA,Chase,Chase,F,Adult,2008/02/24,2010/10/28,NA,Censored,FADE,,,,977,,
CL-from SMcNay,CN264Ca,CN264Ca,NA,Chase,Chase,F,Adult,2008/02/24,2010/03/05,NA,Censored,FADE,,,,740,,
CL-from SMcNay,CN265Ca,CN265Ca,NA,Chase,Chase,F,Adult,2008/02/24,2008/05/02,2008/05/02,Mortality,PRED,,,,68,,
CL-from SMcNay,CN263Ca,CN263Ca,NA,Chase,Chase,F,Adult,2008/02/23,2009/03/31,2009/03/31,Mortality,PRED,,,,402,,
CL-from SMcNay,CN259Ca,CN259Ca,NA,Chase,Chase,F,Adult,2008/02/22,2010/10/28,NA,Censored,FADE,,,,979,,
CL-from SMcNay,CN261Ca,CN261Ca,NA,Chase,Chase,F,Adult,2008/02/22,2010/10/28,NA,Censored,FADE,,,,979,,
CL-from SMcNay,CN262Ca,CN262Ca,NA,Chase,Chase,F,Adult,2008/02/22,2010/03/03,NA,Censored,FADE,,,,740,,
CL-from SMcNay,CN258Ca,CN258Ca,NA,Chase,Chase,F,Adult,2008/02/22,2010/03/02,NA,Censored,FADE,,,,739,,
CL-from SMcNay,CN260Ca,CN260Ca,NA,Chase,Chase,F,Adult,2008/02/22,2009/05/11,2009/05/11,Mortality,PRED,,,,444,,
CL-from SMcNay,CN256Ca,CN256Ca,NA,Chase,Chase,F,Adult,2008/02/21,2010/10/28,NA,Censored,FADE,,,,980,,
CL-from SMcNay,CN257Ca,CN257Ca,NA,Chase,Chase,F,Adult,2008/02/21,2010/10/28,NA,Censored,FADE,,,,980,,
CL-from SMcNay,CN253Wa,CN253Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/20,2010/10/19,NA,Censored,FADE,,,,972,,
CL-from SMcNay,CN255Wa,CN255Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/20,2010/03/03,NA,Censored,FADE,,,,742,,
CL-from SMcNay,CN252Wa,CN252Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/20,2009/09/15,2009/09/15,Mortality,PRED,,,,573,,
CL-from SMcNay,CN251Wa,CN251Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/20,2009/02/25,NA,Censored,FADE,,,,371,,
CL-from SMcNay,CN254Wa,CN254Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/20,2008/09/03,NA,Censored,UNKN,,,,196,,
CL-from SMcNay,CN245Wa,CN245Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/19,2012/10/25,NA,Censored,FADE,,,,1710,,
CL-from SMcNay,CN246Wa,CN246Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/19,2012/10/25,NA,Censored,FADE,,,,1710,,
CL-from SMcNay,CN250Wa,CN250Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/19,2012/10/25,NA,Censored,FADE,,,,1710,,
CL-from SMcNay,CN249Wa,CN249Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/19,2010/10/19,NA,Censored,FADE,,,,973,,
CL-from SMcNay,CN247Wa,CN247Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/19,2010/03/02,NA,Censored,FADE,,,,742,,
CL-from SMcNay,CN248Wa,CN248Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/19,2010/03/02,NA,Censored,FADE,,,,742,,
CL-from SMcNay,CN244Wa,CN244Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/18,2012/10/25,NA,Censored,FADE,,,,1711,,
CL-from SMcNay,CN243Wa,CN243Wa,NA,Wolverine,Wolverine,F,Adult,2008/02/18,2008/11/04,NA,Censored,FADE,,,,260,,
LGreene,TC006,TC006,NA,Telkwa,Telkwa,F,Adult,2008/02/02,2012/03/13,NA,Censored,NA,,,,1501,,
LGreene,TC016,TC016,NA,Telkwa,Telkwa,F,Adult,2008/02/02,2011/09/14,2011/09/14,Mortality,NA,618515,6045930,midpoint between last seen alive (2011/03/18) and mortality detected (2012/03/13) used as mort date,1320,,
LGreene,TC024,TC024,NA,Telkwa,Telkwa,F,Adult,2008/02/02,2011/09/14,2011/09/14,Mortality,NA,593886,6042106,midpoint between last seen alive (2011/03/18) and mortality detected (2012/03/13) used as mort date,1320,,
LGreene,TC026,TC026,NA,Telkwa,Telkwa,F,Adult,2008/02/02,2009/09/15,2009/09/15,Mortality,NA,621624,6044087,midpoint between last seen alive (2009/03/25) and mortality detected (2010/03/08) used as mort date,591,,
LGreene,TC023,TC023,NA,Telkwa,Telkwa,F,Adult,2008/02/02,2008/09/25,2008/09/25,Mortality,NA,622123,6038998,midpoint between last seen alive (2008/03/28) and mortality detected (2009/03/25) used as mort date,236,,
CL-from Elena ,car078,car078,NA,Narraway BC,Narraway,F,Adult,2008/01/08,2009/01/18,2009/01/18,Mortality,NA,671383,6106654,"CL assumed adult, no mention of being calf in capture data",376,,
CL-from Elena ,car077,car077,NA,Narraway BC,Narraway,F,Adult,2007/12/18,2009/12/17,NA,Censored,NA,,,"CL assumed adult, no mention of being calf in capture data",730,,
CL-from Elena ,car076,car076,NA,Narraway BC,Narraway,F,Adult,2007/12/18,2009/07/18,NA,Censored,NA,,,"CL assumed adult, no mention of being calf in capture data",578,,
Layla,70,70,NA,Brazeau,Brazeau,F,Adult,2007/10/31,2009/04/24,2009/04/24,Mortality,wolf,,,probable,541,,
,car075,car075,NA,Quintette,Quintette,F,Adult,2007/04/05,2009/03/14,2009/03/14,Censored,Unknown,,,,709,,
,car074,car074,NA,Quintette,Quintette,F,Adult,2007/04/05,2009/02/25,2009/02/25,Censored,Unknown,,,,692,,
,car071,car071,18-12976H,Quintette,Quintette,F,Adult,2007/04/05,2009/02/12,2009/02/12,Censored,Unknown,,,BM added WLHID from EP data.,679,,
,car073,car073,18-12978H,Quintette,Quintette,F,Adult,2007/04/05,2008/09/07,2008/09/07,Censored,Unknown,,,BM added WLHID from EP data.,521,,
,car072,car072,NA,Quintette,Quintette,F,Adult,2007/04/05,2007/05/18,2007/05/18,Mortality,Wolf,575111,6061693,COD listed as suspected wolf predation,43,,
,car069,car069,18-12974H,Quintette,Quintette,F,Adult,2007/04/04,2009/03/21,2009/03/21,Censored,Unknown,,,BM added WLHID from EP data.,717,,
,car070,car070,NA,Quintette,Quintette,F,Adult,2007/04/04,2009/03/07,2009/03/07,Censored,Unknown,,,,703,,
,car068,car068,NA,Quintette,Quintette,F,Adult,2007/04/04,2009/03/04,2009/03/04,Censored,Unknown,,,,700,,
CL-from SMcNay,CH067Ka,CH067Ka,18-12972H,Klinse-Za,Klinse-Za,F,Adult,2007/04/04,2008/12/24,NA,Censored,FADE,,,BM added WLHID from EP data. Changed censor date to date of last GPS loc (previously was 2009/02/12 when collar was retrieved),630,,
CL-from SMcNay,CH066Ka,CH066Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2007/04/04,2008/06/21,2008/06/21,Mortality,DEAD,527747,6154977,,444,,
Rob S,290,290,NA,Columbia North,Columbia North,M,Calf,2007/03/28,2008/11/19,NA,Censored,NA,,,,602,,
Rob S,288,288,NA,Frisby-Boulder,Frisby Boulder,F,Adult,2007/03/28,2008/07/12,NA,Censored,NA,,,,472,,
Rob S,289,289,NA,Columbia North,Columbia North,M,Calf,2007/03/28,2008/05/14,NA,Censored,NA,,,,413,,
Rob S,287,287,NA,Columbia South,Columbia South,F,Adult,2007/03/27,2009/03/12,NA,Censored,NA,,,,716,,
,285,285,NA,Wells Gray South,Wells Gray South,M,Calf,2007/03/27,2009/01/23,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,668,,
,282,282,NA,Wells Gray South,Wells Gray South,F,Adult,2007/03/27,2008/01/15,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,294,,
,283,283,NA,Wells Gray South,Wells Gray South,F,Adult,2007/03/27,2007/08/14,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,140,,
CL-from SMcNay,CN240Wa,CN240Wa,NA,Wolverine,Wolverine,F,Adult,2007/03/24,2012/10/25,NA,Censored,FADE,,,,2042,,
CL-from SMcNay,CN242Wa,CN242Wa,NA,Wolverine,Wolverine,F,Adult,2007/03/24,2012/10/25,NA,Censored,FADE,,,,2042,,
CL-from SMcNay,CN238Wa,CN238Wa,NA,Wolverine,Wolverine,F,Adult,2007/03/24,2010/10/19,NA,Censored,FADE,,,,1305,,
CL-from SMcNay,CN239Wa,CN239Wa,NA,Wolverine,Wolverine,F,Adult,2007/03/24,2010/03/03,NA,Censored,FADE,,,,1075,,
CL-from SMcNay,CN241Wa,CN241Wa,NA,Wolverine,Wolverine,F,Adult,2007/03/24,2009/04/07,NA,Censored,UNKN,,,,745,,
CL-from SMcNay,CN237Wa,CN237Wa,NA,Wolverine,Wolverine,F,Adult,2007/03/24,2009/03/31,2009/03/31,Mortality,PRED,,,,738,,
CL-from SMcNay,CN236Ca,CN236Ca,NA,Chase,Chase,F,Adult,2007/03/15,2010/10/28,NA,Censored,FADE,,,,1323,,
CL-from SMcNay,CN235Ca,CN235Ca,NA,Chase,Chase,F,Adult,2007/03/15,2009/02/07,2009/02/07,Mortality,PRED,,,,695,,
CL-from SMcNay,CN234Ca,CN234Ca,NA,Chase,Chase,F,Adult,2007/03/10,2008/05/02,2008/05/02,Mortality,PRED,,,,419,,
CL-from SMcNay,CN233Ca,CN233Ca,NA,Chase,Chase,F,Adult,2007/03/08,2010/10/28,NA,Censored,FADE,,,,1330,,
CL-from SMcNay,CN105Cb,CN105Cb,NA,Chase,Chase,F,Adult,2007/03/07,2010/10/28,NA,Censored,FADE,,,,1331,,
,car062,car062,NA,Kennedy Siding,Kennedy Siding,F,Adult,2007/03/01,2009/03/08,2009/03/08,Censored,Unknown,,,,738,,
,car064,car064,NA,Kennedy Siding,Kennedy Siding,F,Adult,2007/03/01,2009/03/07,2009/03/07,Censored,Unknown,,,,737,,
,car065,car065,NA,Kennedy Siding,Kennedy Siding,F,Adult,2007/03/01,2009/03/07,2009/03/07,Censored,Unknown,,,,737,,
,car063,car063,NA,Kennedy Siding,Kennedy Siding,F,Adult,2007/03/01,2009/03/06,2009/03/06,Censored,Unknown,,,,736,,
,car061,car061,NA,Kennedy Siding,Kennedy Siding,F,Adult,2007/03/01,2008/02/03,2008/02/03,Mortality,Unknown,535768,6117138,Unknown.  Suspected wolf (or possibly wolverine) predation,339,,
Heard,C14A,C14A,NA,Hart North,Parsnip,F,Adult,2007/02/09,2007/08/10,2007/08/10,Mortality,not wolves,,, ,182,,
Heard,C12A,C12A,NA,Hart North,Parsnip,F,Adult,2007/02/02,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,2225,,
Heard,C13A,C13A,NA,Hart North,Parsnip,F,Adult,2007/02/02,2011/11/18,2011/11/18,Mortality,NA,,,,1750,,
Heard,C11A,C11A,NA,Hart North,Parsnip,F,Adult,2007/02/02,2011/08/07,2011/08/07,Mortality,NA,,,,1647,,
Heard,C10A,C10A,NA,Hart North,Parsnip,F,Adult,2007/02/02,2009/01/14,2009/01/14,Mortality,NA,,,,712,,
Heard,C08A,C08A,NA,Hart North,Parsnip,F,Adult,2007/02/01,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,2226,,
Heard,C07A,C07A,NA,Hart North,Parsnip,F,Adult,2007/02/01,2011/09/05,2011/09/05,Mortality,NA,,,,1677,,
Heard,C09A,C09A,NA,Hart North,Parsnip,F,Adult,2007/02/01,2007/07/22,2007/07/22,Mortality,possibly wolves,,, ,171,,
Heard,C01A,C01A,NA,Hart North,Parsnip,F,Adult,2007/01/31,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,2227,,
Heard,C06A,C06A,NA,Hart North,Parsnip,F,Adult,2007/01/31,2013/03/07,NA,Censored,NA,,,alive on 2013-03-07,2227,,
Heard,C04A,C04A,NA,Hart North,Parsnip,F,Adult,2007/01/31,2009/12/30,2009/12/30,Mortality,wolves,,, ,1064,,
Heard,C03A,C03A,NA,Hart North,Parsnip,F,Adult,2007/01/31,2009/12/15,2009/12/15,Mortality,probably wolves,,, ,1049,,
Heard,C02A,C02A,NA,Hart North,Parsnip,F,Adult,2007/01/31,2009/06/22,2009/06/22,Mortality,NA,,,,873,,
Heard,C05A,C05A,NA,Hart North,Parsnip,F,Adult,2007/01/31,2008/02/23,2008/02/23,Mortality,not wolves,,, ,388,,
CL-from Elena ,F901,F901,NA,Narraway BC,Narraway,F,Adult,2007/01/30,2009/01/26,NA,Censored,NA,,,"CL assumed adult, no mention of being calf in capture data",727,,
,car059,car059,18-12964H,Quintette,Quintette,F,Adult,2007/01/30,2009/01/24,2009/01/24,Censored,Unknown,,,BM added WLHID from EP data.,725,,
,car057,car057,NA,Quintette,Quintette,F,Adult,2007/01/30,2009/01/10,2009/01/10,Censored,Unknown,,,,711,,
,car058,car058,18-12963H,Quintette,Quintette,F,Adult,2007/01/30,2008/11/04,2008/11/04,Censored,Unknown,,,BM added WLHID from EP data.,644,,
,car060,car060,18-12965H,Quintette,Quintette,F,Adult,2007/01/30,2008/09/07,2008/09/07,Censored,Unknown,,,BM added WLHID from EP data.,586,,
Layla,61,61,NA,Brazeau,Brazeau,F,Adult,2007/01/16,2016/04/16,NA,Censored,Right Censor,,,Transmitter Failure,3378,,
Layla,60,60,NA,Brazeau,Brazeau,F,Adult,2007/01/16,2007/05/01,2007/05/01,Mortality,wolf,,,probable,105,,
CL-from Elena ,F900,F900,NA,Narraway BC,Narraway,F,Adult,2006/12/21,2009/01/26,NA,Censored,NA,,,"CL assumed adult, no mention of being calf in capture data",767,,
CL-from Elena ,car056,car056,NA,Narraway BC,Narraway,F,Adult,2006/12/20,2009/04/19,2009/04/19,Mortality,NA,676406,6083133,"CL assumed adult, no mention of being calf in capture data",851,,
CL-from Elena ,car055,car055,NA,Narraway BC,Narraway,M,Adult,2006/12/20,2007/07/17,2007/07/17,Mortality,NA,650790,6104659,"CL assumed adult, no mention of being calf in capture data",209,,
CL-from Elena ,car054,car054,NA,Narraway BC,Narraway,F,Adult,2006/12/20,2007/05/23,2007/05/23,Mortality,NA,648239,6054402,"CL assumed adult, no mention of being calf in capture data",154,,
,car053,car053,NA,Kennedy Siding,Kennedy Siding,F,Adult,2006/03/23,2008/02/19,2008/02/19,Censored,Unknown,,,,698,,
CL-from SMcNay,CH052Ka,CH052Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2006/03/23,2007/10/24,2007/10/24,Mortality,DEAD,522998,6185838,,580,,
Rob S,257,257,NA,Columbia South,Columbia South,F,Adult,2006/03/16,2007/10/26,NA,Censored,NA,,,,589,,
Rob S,258,258,NA,Columbia South,Columbia South,F,Adult,2006/03/16,2007/09/13,NA,Censored,NA,,,,546,,
,car048,car048,18-12953H,Kennedy Siding,Kennedy Siding,F,Adult,2006/03/10,2008/02/19,2008/02/19,Censored,Unknown,,,BM added WLHID from EP data.,711,,
,car049,car049,18-12954H,Kennedy Siding,Kennedy Siding,F,Adult,2006/03/10,2008/02/19,2008/02/19,Censored,Unknown,,,BM added WLHID from EP data.,711,,
,car050,car050,18-12955H,Kennedy Siding,Kennedy Siding,F,Adult,2006/03/10,2008/02/19,2008/02/19,Censored,Unknown,,,BM added WLHID from EP data.,711,,
,car051,car051,NA,Kennedy Siding,Kennedy Siding,F,Adult,2006/03/10,2008/02/19,2008/02/19,Censored,Unknown,,,,711,,
,car047,car047,NA,Kennedy Siding,Kennedy Siding,F,Adult,2006/03/10,2007/12/23,2007/12/23,Mortality,Unknown,512827,6109670,Suspected predation,653,,
LGreene,TC010,TC010,NA,Telkwa,Telkwa,F,Adult,2006/02/24,2009/03/25,NA,Censored,NA,,,midpoint between last seen alive and mortality detected used as mort date,1125,,
LGreene,TC012,TC012,NA,Telkwa,Telkwa,F,Adult,2006/02/20,2011/09/08,2011/09/08,Mortality,NA,630783,6036877,midpoint between last seen alive (2011/03/18) and mortality detected (2012/03/01) used as mort date,2026,,
LGreene,TC007,TC007,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2012/02/29,2012/02/29,Mortality,NA,597792,6046513,midpoint between last seen alive (2011/03/18) and mortality detected (2013/02/13) used as mort date,2201,,
LGreene,TC011,TC011,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2011/09/14,2011/09/14,Mortality,NA,616141,6043890,midpoint between last seen alive (2011/03/18) and mortality detected (2012/03/13) used as mort date,2033,,
LGreene,TC014,TC014,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2011/09/08,2011/09/08,Mortality,NA,634113,6031976,midpoint between last seen alive (2011/03/18) and mortality detected (2012/03/01) used as mort date,2027,,
LGreene,TC018,TC018,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2009/09/15,2009/09/15,Mortality,possible avalanche,620059,6041371,midpoint between last seen alive (2009/03/23) and mortality detected (2010/03/08) used as mort date,1304,,
LGreene,TC019,TC019,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2009/09/15,2009/09/15,Mortality,possible avalanche,620040,6041431,midpoint between last seen alive (2009/03/25) and mortality detected (2010/03/08) used as mort date,1304,,
LGreene,TC025,TC025,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2009/03/25,NA,Censored,NA,,,,1130,,
LGreene,TC013,TC013,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2008/09/25,2008/09/25,Mortality,NA,617360,6045963,midpoint between last seen alive (2008/03/28) and mortality detected (2009/03/25) used as mort date,949,,
LGreene,TC015,TC015,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2008/09/25,2008/09/25,Mortality,NA,615749,6037239,midpoint between last seen alive (2008/03/28) and mortality detected (2009/03/25) used as mort date,949,,
LGreene,TC030,TC030,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2008/07/19,2008/07/19,Mortality,NA,618348,6044320,midpoint between last seen alive (2008/03/28) and mortality detected (2008/11/10) used as mort date,881,,
LGreene,TC063,TC063,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2007/12/09,2007/12/09,Mortality,NA,622794,6023525,midpoint between last seen alive (2007/08/31) and mortality detected (2008/03/19) used as mort date,658,,
LGreene,TC062,TC062,NA,Telkwa,Telkwa,F,Adult,2006/02/19,2006/10/23,2006/10/23,Mortality,NA,619082,6038784,midpoint between last seen alive (2006/10/21) and mortality detected (2006/10/26) used as mort date,246,,
,car045,car045,NA,Quintette,Quintette,F,Adult,2005/12/22,2007/04/04,2007/04/04,Censored,Unknown,,,,468,,
,car046,car046,NA,Quintette,Quintette,F,Adult,2005/12/22,2007/02/03,2007/02/03,Censored,Unknown,,,,408,,
Layla,49,49,NA,Maligne,Maligne,F,Adult,2005/11/11,2014/04/26,2014/04/26,Mortality,Avalanche,,,NA,3088,,
Layla,52,52,NA,Brazeau,Brazeau,F,Adult,2005/11/11,2012/08/15,2012/08/15,Mortality,Unknown,,,unknown,2469,,
Layla,48,48,NA,Brazeau,Brazeau,F,Adult,2005/11/11,2008/06/18,2008/06/18,Mortality,wolf,,,probable,950,,
Layla,51,51,NA,Brazeau,Brazeau,F,Adult,2005/11/11,2008/03/30,2008/03/30,Mortality,Unknown,,,not applicable,870,,
Layla,45,45,NA,Brazeau,Brazeau,F,Adult,2005/11/10,2013/06/01,2013/06/01,Mortality,Unknown,,,NA,2760,,
Layla,42,42,NA,Brazeau,Brazeau,F,Adult,2005/11/08,2006/04/24,2006/04/24,Mortality,wolf,,,certain,167,,
,car044,car044,NA,Kennedy Siding,Kennedy Siding,F,Adult,2005/04/04,2007/03/22,2007/03/22,Censored,Unknown,,,,717,,
,car040,car040,18-12945H,Quintette,Quintette,F,Adult,2005/04/04,2006/10/25,2007/04/04,Censored,Unknown,,,"BM added WLHID from EP data. Changed censor date to Oct 25, 2006 as monitoring stopped after that date.",569,,
CL-from Elena ,car043,car043,18-12948H,Burnt Pine,Burnt Pine,F,Adult,2005/04/04,2006/10/04,NA,Censored,NA,,,"BM added WLHID from EP data. Changed exit date to last monitoring date, October 4, 2006 (previously was 2006/12/16 when collar was removed). CL assumed adult, no mention of being calf in capture data",548,,
,car041,car041,NA,Quintette,Quintette,F,Adult,2005/04/04,2006/07/20,2006/07/20,Censored,Unknown,,,,472,,
,car042,car042,NA,Quintette,Quintette,F,Adult,2005/04/04,2006/07/20,2006/07/20,Censored,Unknown,,,,472,,
Rob S,230,230,NA,Columbia North,Columbia North,M,Adult,2005/03/13,2008/05/12,NA,Censored,NA,,,,1156,,
Rob S,220,220,NA,Columbia North,Columbia North,F,Adult,2005/03/10,2007/11/14,NA,Censored,NA,,,,979,,
Rob S,215,215,NA,Columbia North,Columbia North,F,Calf,2005/03/09,2008/11/19,NA,Censored,NA,,,,1351,,
Rob S,213,213,NA,Columbia North,Columbia North,F,Calf,2005/03/09,2007/11/23,NA,Censored,NA,,,,989,,
,216,216,NA,Wells Gray South,Wells Gray South,F,Calf,2005/03/09,2007/10/27,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,962,,
,217,217,NA,Wells Gray South,Wells Gray South,F,Adult,2005/03/09,2005/12/11,2005/12/13,Mortality,Wolf,,,Not a duplicate of any of Heiko Wittmer's caribou.,277,,
Rob S,214,214,NA,Columbia South,Columbia South,F,Adult,2005/03/09,2005/07/20,2005/07/20,Mortality,Wolf,,,,133,,
Layla,39,39,NA,Banff,Banff,F,Adult,2004/11/02,2009/04/01,2009/04/01,Mortality,Avalanche,,,certain,1611,,
Layla,35,35,NA,Brazeau,Brazeau,F,Adult,2004/11/01,2006/10/15,2006/10/15,Mortality,Other - natural,,,certain,713,,
Layla,33,33,NA,Brazeau,Brazeau,F,Adult,2004/11/01,2005/11/15,2005/11/15,Mortality,Avalanche,,,certain,379,,
Layla,30,30,NA,Brazeau,Brazeau,F,Adult,2004/10/31,2005/11/08,NA,Censored,NA,,,NA,373,,
,car039,car039,18-12944H,Kennedy Siding,Kennedy Siding,F,Adult,2004/03/24,2019/01/15,2019/01/15,Censored,Unknown,,,Collar was active for 15 yrs according to data unsure if this was recollared and not recorded // BM added WLHID from EP data.,5410,,
,car037,car037,18-12942H,Quintette,Quintette,F,Adult,2004/03/24,2008/05/17,2008/05/17,Mortality,Unknown,631761,6083870,BM added WLHID from EP data.,1515,,
,car036,car036,18-12941H,Quintette,Quintette,F,Adult,2004/03/24,2008/03/22,2013/07/04,Mortality,Unknown,623657,6075581,"COD listed as predation // BM added WLHID from EP data. Changed censor date to 2008/03/22, end of monitoring period.",1459,,
,car038,car038,18-12943H,Quintette,Quintette,F,Adult,2004/03/24,2007/05/29,2007/05/29,Mortality,Wolf,604570,6111229,COD listed as suspected // BM added WLHID from EP data.,1161,,
,189,189,NA,Wells Gray South,Wells Gray South,F,Adult,2004/03/10,2010/08/10,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,2344,,
Rob S,188,188,NA,Columbia South,Columbia South,F,Adult,2004/03/10,2010/06/23,NA,Censored,NA,,,,2296,,
,192,192,NA,Wells Gray South,Wells Gray South,M,Adult,2004/03/10,2008/05/15,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,1527,,
,191,191,NA,Wells Gray South,Wells Gray South,F,Calf,2004/03/10,2007/10/27,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,1326,,
Rob S,187,187,NA,Columbia South,Columbia South,F,Adult,2004/03/10,2006/11/02,NA,Censored,NA,,,,967,,
,195,195,NA,Wells Gray South,Wells Gray South,F,Calf,2004/03/10,2006/08/18,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,891,,
,190,190,NA,Wells Gray South,Wells Gray South,M,Calf,2004/03/10,2005/10/18,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,587,,
Rob S,186,186,NA,Columbia South,Columbia South,F,Adult,2004/03/10,2005/07/31,2005/07/31,Mortality,Bear,,,,508,,
,193,193,NA,Wells Gray South,Wells Gray South,M,Calf,2004/03/10,2005/03/12,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,367,,
,194,194,NA,Wells Gray South,Wells Gray South,F,Adult,2004/03/10,2005/02/06,2005/02/11,Mortality,Unknown - predation,,,Not a duplicate of any of Heiko Wittmer's caribou.,333,,
Rob S,160,160,NA,Columbia North,Columbia North,F,Adult,2004/03/06,2009/04/19,2009/04/19,Mortality,Unknown,,,,1870,,
,164,164,NA,Wells Gray South,Wells Gray South,F,Adult,2004/03/06,2008/07/16,NA,Censored,NA,,,Not a duplicate of any of Heiko Wittmer's caribou.,1593,,
